MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,BsmtFinType1_Unf,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch,YearsSinceRemodel,Total_Home_Quality,TotalSF,YrBltAndRemod,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,LotFrontage_log,LotArea_log,MasVnrArea_log,BsmtFinSF1_log,BsmtFinSF2_log,BsmtUnfSF_log,TotalBsmtSF_log,1stFlrSF_log,2ndFlrSF_log,LowQualFinSF_log,GrLivArea_log,BsmtFullBath_log,BsmtHalfBath_log,FullBath_log,HalfBath_log,BedroomAbvGr_log,KitchenAbvGr_log,TotRmsAbvGrd_log,Fireplaces_log,GarageCars_log,GarageArea_log,WoodDeckSF_log,OpenPorchSF_log,EnclosedPorch_log,3SsnPorch_log,ScreenPorch_log,PoolArea_log,MiscVal_log,YearRemodAdd_log,TotalSF_log,YearRemodAdd_sq,LotFrontage_log_sq,TotalBsmtSF_log_sq,1stFlrSF_log_sq,2ndFlrSF_log_sq,GrLivArea_log_sq,GarageCars_log_sq,GarageArea_log_sq,SalePrice
4,3,14.736275572831559,9.090074186776722,1,0,3,0,0,12,2,2,0,2,5,3.8687286361781874,1959,2006,1,0,13,14,2,54.598150033144236,3,2,1,4,4,3,0,32.84183025863409,5,9.532826848210794,78.7153246176588,636.5101196370746,1,0,1,4,7.024295366701462,665.1416330443618,0.0,9.766824870103463,0.994480564408597,0.0,1,0.0,3,0.7173641529273178,2,2.4381381632971455,6,0.9252912807650148,2,5,1997.0,0,2,576.0,5,5,2,70.75194648171525,6.000385931760029,0.0,0.0,19.429126598267672,0.0,4,1,0.0,5,4,8,4,0,0,0,1,1,0,4,8.868728636178187,643.5344150037761,3965,49.398952473546345,1.994480564408597,96.18145901174296,0,1,1,1,1,2.7566038657415826,2.3125427690456557,4.018329773844182,3.5219930675755697,2.355445709071044,4.378587284605095,6.457585836749587,2.0837192998494727,6.501517321869645,0.009950330853168092,2.3773979831442937,0.6953849570736713,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.3887912413184778,0.5465966356094243,1.2378344225604603,0.660257847847934,1.1019400787607843,6.3578595973804495,4.273354342267217,1.9473927539904055,0.009950330853168092,0.009950330853168092,3.017451034396507,0.009950330853168092,0.009950330853168092,7.604401331344961,6.4685437338973815,4024036,7.598864872621437,41.70041483898886,4.341886120565177,42.26972748657104,5.652021170258555,1.2142719371793234,40.42237866000269,11.995357787034976
9,3,13.823084197971921,8.903338238888981,1,0,3,4,0,8,2,2,0,5,6,3.0401509857573425,2000,2000,1,0,12,13,2,54.598150033144236,3,4,2,2,4,3,6,665.1416330443618,6,0.0,92.00153912319854,576.0106415857961,1,0,1,4,6.735254302514511,1059.1763379667532,0.0,10.235686837718527,0.0,0.0,2,1.0709806366827703,3,0.7173641529273178,3,2.4381381632971455,6,0.9252912807650148,5,1,2000.0,2,2,460.0,5,5,2,29.690867618434055,9.733136611165477,0.0,0.0,0.0,0.0,4,1,0.0,0,0,8,4,1,0,0,1,1,1,6,9.040150985757343,1641.9222338550637,4000,1065.9115922692677,2.535490318341385,39.42400422959953,0,1,1,1,1,2.696860104720694,2.2938811472079914,4.018329773844182,6.501517321869645,0.009950330853168092,4.532723562049925,6.357878039847075,2.0470803077409645,6.96619996219144,0.009950330853168092,2.4199846629340507,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.7328392425545458,1.3887912413184778,0.5465966356094243,1.2378344225604603,0.660257847847934,1.1019400787607843,6.133419734735351,3.4242909153805887,2.374267095899326,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.601407332072496,7.404237871815421,4000000,7.273054424434112,40.422613169569686,4.190537786340842,48.52794191323602,5.856325768836031,1.2142719371793234,37.61883764244106,12.057578437658945
8,3,15.494707084016277,9.63205829557217,1,3,3,4,0,4,1,2,0,0,4,2.5785494896859387,1959,1959,1,0,14,10,2,54.598150033144236,3,4,1,3,2,4,4,665.1416330443618,4,0.0,0.0,403.4287934927351,1,4,1,4,6.890638162044076,676.959136702346,0.0,10.149621987784512,0.0,0.0,2,0.0,4,0.7173641529273178,3,2.4381381632971455,3,0.9252912807650148,2,5,1991.0,0,2,680.0,5,5,0,0.0,11.994729260065762,0.0,0.0,0.0,0.0,4,1,0.0,9,2,8,4,0,1,0,1,1,1,49,6.578549489685939,683.84977486439,3918,683.84977486439,2.0,11.994729260065762,0,1,1,1,1,2.8036456180417235,2.364813914036657,4.018329773844182,6.501517321869645,0.009950330853168092,0.009950330853168092,6.002500411063608,2.066943536216026,6.519101765816294,0.009950330853168092,2.412302084317174,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.009950330853168092,1.6114359150967734,0.5465966356094243,1.2378344225604603,0.660257847847934,1.1019400787607843,6.523576990329511,0.009950330853168092,2.5653130805421043,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.580704854252364,6.529214109079469,3837681,7.860428751564558,36.03001118481879,4.272255581905211,42.49868783306912,5.819201346000982,1.2142719371793234,42.557056748756644,11.808821212646512
0,3,11.94321626970938,8.782198925446128,1,3,3,4,0,20,2,2,4,2,6,3.0401509857573425,1984,1984,1,0,9,10,2,54.598150033144236,3,4,1,2,4,3,0,172.63759217023264,3,7.623986816013158,0.0,459.31679334535437,1,4,1,4,6.507107053063592,665.1416330443618,0.0,8.818081859153585,0.994480564408597,0.0,1,0.0,2,0.7173641529273178,3,1.819117745285431,6,0.0,3,1,1984.0,3,1,264.0,5,5,2,69.32105029679849,0.0,0.0,0.0,13.79739161445598,0.0,2,1,0.0,4,4,8,4,0,0,1,1,1,0,26,9.040150985757343,465.82390039841795,3968,186.7686860393094,1.994480564408597,83.11844191125446,0,1,1,1,0,2.5613441179044787,2.2815860406622863,4.018329773844182,5.157027913100472,2.155706370147311,0.009950330853168092,6.131936657570067,2.01718136355509,6.501517321869645,0.009950330853168092,2.2852437838014517,0.6953849570736713,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.1019400787607843,0.5465966356094243,1.039964912268236,0.009950330853168092,0.6981347220709843,5.579767561123299,4.25321338404602,0.009950330853168092,0.009950330853168092,0.009950330853168092,2.6951264895039015,0.009950330853168092,0.009950330853168092,7.593379230891976,6.145973520736959,3936256,6.560483690323872,37.600647172451566,4.069020653473972,42.26972748657104,5.222339151403176,0.48739209016113044,31.13380603616385,11.736077016252437
4,3,15.3884692744645,9.166917923452298,1,3,3,4,0,12,2,2,0,2,5,3.4679266186007984,1953,1953,1,0,8,8,2,54.598150033144236,3,4,2,4,4,3,1,129.59762867479878,3,8.592048373394512,0.0,381.8836328893978,1,4,1,4,7.047904948763977,665.1416330443618,0.0,9.811214456273056,0.994480564408597,0.0,1,0.0,3,0.7173641529273178,3,2.0541057401196436,3,0.0,3,1,1953.0,3,1,270.0,5,5,2,22.346785966281416,0.0,0.0,0.0,0.0,0.0,1,1,0.0,2,3,8,4,0,0,1,1,1,1,56,8.4679266186008,388.9315378381618,3906,145.23758199695726,1.994480564408597,22.346785966281416,0,1,1,1,0,2.797187993551095,2.320122207271338,4.018329773844182,4.872197627653987,2.261976447941769,0.009950330853168092,5.94775722969364,2.086653590815242,6.501517321869645,0.009950330853168092,2.3815085089194237,0.6953849570736713,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.3887912413184778,0.5465966356094243,1.1197557617657843,0.009950330853168092,0.6981347220709843,5.602155720567903,3.1508875614341876,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.5776389502969,5.9659968249080455,3814209,7.8242606712664,35.375816063372966,4.354123208062144,42.26972748657104,5.671582778055616,0.48739209016113044,31.38414871749168,11.719947764402807
9,3,13.823084197971921,8.912805694591261,1,3,3,4,0,5,2,2,0,5,7,3.0401509857573425,2003,2004,1,0,12,13,2,54.598150033144236,2,4,2,2,4,3,6,665.1416330443618,6,0.0,85.78037517832345,517.1373713369981,1,0,1,4,6.6217148256940215,1658.699984506068,0.0,10.508987516177523,0.0,0.0,2,1.0709806366827703,4,0.7173641529273178,2,2.6001872609738976,6,0.9252912807650148,2,3,2003.0,0,2,434.0,5,5,2,29.690867618434055,10.74306946648247,0.0,0.0,0.0,0.0,4,1,0.0,9,1,8,4,1,0,0,1,1,1,3,10.040150985757343,2182.45907066876,4007,1665.321699331762,2.535490318341385,40.43393708491652,0,1,1,1,1,2.696860104720694,2.2948357134233732,4.018329773844182,6.501517321869645,0.009950330853168092,4.463495730475747,6.250259702447423,2.0323125678417444,7.4143981579584715,0.009950330853168092,2.44399676218456,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.7328392425545458,1.6114359150967734,0.5465966356094243,1.2837596438453949,0.660257847847934,1.1019400787607843,6.0753690193302,3.4242909153805887,2.464114437665239,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.603404327259404,7.688670207800679,4016016,7.273054424434112,39.06574634803815,4.130294373407505,54.973300044737975,5.9731201735686135,1.2142719371793234,36.9101087210372,12.299112067295642
5,3,13.764178360828986,9.108787737931653,1,0,2,4,2,7,2,2,0,2,1,0.8425476969832033,1922,1950,1,0,13,14,2,54.598150033144236,1,1,0,1,3,1,1,111.11098648405569,6,0.0,49.101155268203186,424.7517106867347,1,2,0,0,6.684434236552185,665.1416330443618,0.0,9.138339058903874,0.994480564408597,0.0,0,1.0709806366827703,1,0.7173641529273178,1,1.819117745285431,0,0.0,3,6,0.0,1,0,403.4287934927351,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,5,3,8,4,0,1,1,1,1,1,59,1.8425476969832033,431.4361449232869,3872,117.79542072060786,1.529970882749982,0.0,0,1,1,1,0,2.6928809516496863,2.3143938679421434,4.018329773844182,4.719578524724307,0.009950330853168092,3.9142436433497263,6.053879825181507,2.040497241072871,6.501517321869645,0.009950330853168092,2.31731005258053,0.6953849570736713,0.009950330853168092,0.009950330853168092,0.7328392425545458,0.6981347220709843,0.5465966356094243,1.039964912268236,0.009950330853168092,0.009950330853168092,6.002500411063608,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.576102466186603,6.069457798210039,3802500,7.25160781975772,36.649460937739676,4.163628990825997,42.26972748657104,5.369925879790779,9.900908408750885e-05,36.03001118481879,11.0186455364637
13,3,12.851364121735317,8.98695791541974,1,0,3,1,0,5,2,2,0,6,5,3.0401509857573425,1996,1996,1,0,12,13,2,54.598150033144236,2,4,2,2,4,0,2,98.23437092746565,6,0.0,67.90015763408931,529.963276712615,1,0,1,4,6.69502676903015,665.1416330443618,0.0,9.157634001496334,0.0,0.0,1,0.0,2,0.7173641529273178,3,2.0541057401196436,6,0.0,3,5,1998.0,3,2,576.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,9,0,8,4,0,1,1,1,1,1,10,8.040150985757343,536.6583034816451,3992,104.9293976964958,1.0,0.0,0,1,1,1,0,2.6291054104003053,2.3022808382552404,4.018329773844182,4.597585201862818,0.009950330853168092,4.232803592902261,6.274711693633934,2.041872943007465,6.501517321869645,0.009950330853168092,2.319209538107166,0.009950330853168092,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.1019400787607843,0.5465966356094243,1.1197557617657843,0.009950330853168092,1.1019400787607843,6.3578595973804495,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.599406340914545,6.287241833745668,3984016,6.9121952589961575,39.37200683822643,4.169245115385967,42.26972748657104,5.378732881647253,1.2142719371793234,40.42237866000269,11.904974309480183
9,1,17.68182961144128,9.212611355134378,1,0,3,0,0,21,2,2,0,5,8,3.0401509857573425,2004,2005,1,0,5,5,2,54.598150033144236,2,4,2,2,4,3,6,665.1416330443618,6,0.0,124.10695848109988,914.4397664573859,1,0,1,4,7.221386268172681,1340.5219107751107,0.0,10.973286570347055,0.0,0.0,3,0.0,4,0.7173641529273178,2,2.6001872609738976,6,0.9252912807650148,2,1,2004.0,2,2,610.0,5,5,2,40.63926020040622,23.198470577701652,0.0,0.0,0.0,0.0,4,1,0.0,3,1,8,4,1,0,0,1,1,1,2,11.040150985757343,2262.183063500669,4009,1347.7432970432833,3.0,63.83773077810787,0,1,1,1,1,2.928086509209284,2.3246020663383797,4.018329773844182,6.501517321869645,0.009950330853168092,4.829248967686798,6.8194154925462165,2.107954441351639,7.201567456966372,0.009950330853168092,2.4835128931558983,0.009950330853168092,0.009950330853168092,1.3887912413184778,0.009950330853168092,1.6114359150967734,0.5465966356094243,1.2837596438453949,0.660257847847934,1.1019400787607843,6.415113325649775,3.7292836061599313,3.1867025957905453,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.6039029535543206,7.724531955074862,4020025,8.573690605413411,46.504427659979356,4.443471926814101,51.8625738372371,6.16783629047158,1.2142719371793234,41.15367898092932,12.73670383776449
4,3,16.32154641489096,9.234379177342772,1,3,3,0,0,22,2,2,0,2,9,1.5051806909474232,2010,2010,3,0,12,13,3,25.422364066848267,2,4,2,0,4,0,2,327.7755126479476,6,0.0,55.717671647221366,1059.4138703848785,1,0,1,4,7.375955470258058,665.1416330443618,0.0,10.438031095360312,0.994480564408597,0.0,1,1.0709806366827703,1,0.7173641529273178,0,2.6001872609738976,6,0.9252912807650148,0,1,2010.0,0,3,834.0,5,5,2,32.261210127143116,0.0,0.0,0.0,0.0,0.0,4,1,0.0,8,4,6,5,0,0,1,1,1,1,0,10.505180690947423,1066.7898258551365,4020,335.1514681182057,2.529970882749982,32.261210127143116,0,1,1,1,1,2.8525283331504308,2.3267291822308165,3.274589170959217,5.795405600921601,0.009950330853168092,4.038262127789015,6.966423984897908,2.1265583387247013,6.501517321869645,0.009950330853168092,2.4378177584769034,0.6953849570736713,0.009950330853168092,0.6981347220709843,0.7328392425545458,0.6981347220709843,0.5465966356094243,1.2837596438453949,0.660257847847934,1.3887912413184778,6.727443700827047,3.5046924622917532,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.606392362410711,6.9733555729785435,4040100,8.136917891425975,48.531063137360846,4.522250367999562,42.26972748657104,5.942955423545354,1.9287411119629183,45.25849874779752,12.885204569609956
9,3,13.223333940196108,8.903579058233802,1,0,3,4,0,8,6,2,0,5,6,3.0401509857573425,2000,2000,1,0,12,13,1,5.435353340539495,3,4,2,2,4,3,6,665.1416330443618,6,0.0,93.65254139741852,592.0163970564979,1,0,1,4,6.788305612538661,1190.4598061798665,0.0,10.381075838437994,0.0,0.0,2,1.0709806366827703,3,0.7173641529273178,3,2.4381381632971455,6,0.9252912807650148,5,1,2000.0,0,2,463.0,5,5,2,29.690867618434055,12.418505204147516,0.0,0.0,0.0,0.0,4,1,0.0,8,3,8,4,1,0,0,1,1,1,9,9.040150985757343,1789.264508848903,4000,1197.248111792405,2.535490318341385,42.10937282258157,0,1,1,1,1,2.6555866742031973,2.293905439370129,1.8633594588665707,6.501517321869645,0.009950330853168092,4.550318371755768,6.385238912436158,2.0539064809361642,7.0829429552020695,0.009950330853168092,2.432830227646292,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.7328392425545458,1.3887912413184778,0.5465966356094243,1.2378344225604603,0.660257847847934,1.1019400787607843,6.139906103718158,3.4242909153805887,2.5973797015964943,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.601407332072496,7.490124243975662,4000000,7.052140584205598,40.77127596888889,4.218531832431578,50.16808090664662,5.9186629165495095,1.2142719371793234,37.698446962475494,12.095146671399466
8,3,11.94321626970938,8.428742492385616,2,3,3,4,0,18,2,2,0,0,5,3.4679266186007984,1924,1950,1,0,3,14,2,54.598150033144236,3,4,0,4,4,3,3,77.28997638394712,6,0.0,83.41068480557522,616.2235537409445,1,4,1,4,6.806294615346685,985.9913720117537,0.0,10.265396598071812,0.0,0.0,2,0.0,3,0.7173641529273178,2,2.2578336517240882,6,0.9252912807650148,2,5,1924.0,3,1,308.0,5,5,2,0.0,0.0,18.132944787792162,0.0,0.0,0.0,4,1,0.0,7,4,8,4,0,1,1,0,1,1,60,8.4679266186008,1609.0212203680449,3874,1070.0876430110475,2.0,18.132944787792162,0,1,1,1,1,2.5613441179044787,2.2448227607317244,4.018329773844182,4.360547301386841,0.009950330853168092,4.435812452209336,6.425247483465208,2.056210607907604,6.894671429515346,0.009950330853168092,2.422623059765399,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.009950330853168092,1.3887912413184778,0.5465966356094243,1.1841272735369857,0.660257847847934,0.6981347220709843,5.73337363883364,0.009950330853168092,0.009950330853168092,2.9519342293518718,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.576102466186603,7.384008849323442,3802500,6.560483690323872,41.283805223775985,4.228002064071758,47.53649412097518,5.869102489707064,0.48739209016113044,32.87157328247249,11.751950239425476
4,1,13.223333940196108,8.785601523326509,2,3,3,4,0,21,2,2,0,2,7,3.0401509857573425,2006,2006,1,0,12,13,2,54.598150033144236,2,4,2,2,1,3,6,665.1416330443618,6,0.0,110.23423257614877,761.3306485773425,1,0,1,4,7.034696309249097,665.1416330443618,0.0,9.786368400386936,0.994480564408597,0.0,2,0.0,2,0.7173641529273178,2,2.0541057401196436,6,0.9252912807650148,2,1,2006.0,2,2,572.0,5,5,2,49.92982001717314,17.41651789361043,0.0,0.0,0.0,0.0,4,1,0.0,10,0,6,5,1,0,0,1,1,1,0,10.040150985757343,768.3653448865915,4012,7.034696309249097,2.994480564408597,67.34633791078357,0,1,1,1,1,2.6555866742031973,2.2819334607744635,4.018329773844182,6.501517321869645,0.009950330853168092,4.71172807769036,6.6363935011687225,2.085013030726129,6.501517321869645,0.009950330853168092,2.3792098183589325,0.6953849570736713,0.009950330853168092,1.1019400787607843,0.009950330853168092,1.1019400787607843,0.5465966356094243,1.1197557617657843,0.660257847847934,1.1019400787607843,6.3509031685694355,3.930644936313289,2.9137908169676714,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.604401331344961,6.645578945207136,4024036,7.052140584205598,44.04171870235445,4.347279338297759,42.26972748657104,5.660639359775545,1.2142719371793234,40.333971056545295,12.142871895843887
9,3,15.3884692744645,9.030092510014512,1,0,3,4,0,5,2,2,0,5,7,3.0401509857573425,2006,2006,1,0,12,13,2,54.598150033144236,2,4,2,2,4,0,6,665.1416330443618,6,0.0,91.19702385596253,568.2687365756291,1,0,1,4,6.7210071049601945,1295.2185666541347,0.0,10.377979020442684,0.0,0.0,2,1.0709806366827703,3,0.7173641529273178,2,2.6001872609738976,6,0.0,3,1,2006.0,2,2,639.0,5,5,2,38.012244792077524,11.329155032660946,0.0,0.0,0.0,0.0,4,1,0.0,6,1,8,4,1,0,0,1,1,1,1,10.040150985757343,1870.208310334724,4012,1301.9395737590949,2.535490318341385,49.341399824738474,0,1,1,1,0,2.797187993551095,2.306586328366005,4.018329773844182,6.501517321869645,0.009950330853168092,4.524036308311302,6.34437018513765,2.045239139360059,7.167214224521121,0.009950330853168092,2.432558327162837,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.7328392425545458,1.3887912413184778,0.5465966356094243,1.2837596438453949,0.009950330853168092,1.1019400787607843,6.4614838012316484,3.6641318628092496,2.512777542280365,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.604401331344961,7.534345000565575,4024036,7.8242606712664,40.25103304606353,4.183003137170275,51.3689597401779,5.91734001504926,1.2142719371793234,41.75077291357899,12.271396795480596
7,2,13.223333940196108,9.003833129237854,1,3,3,0,0,20,2,2,0,1,6,2.072689434101755,1928,1950,1,0,13,14,2,54.598150033144236,3,4,0,1,0,3,6,665.1416330443618,6,0.0,81.92870925600467,481.84861056034777,1,4,0,0,6.547260058098576,665.1416330443618,0.0,8.890145950288854,0.0,0.0,1,0.0,2,0.7173641529273178,3,2.0541057401196436,6,0.0,3,5,1950.0,3,2,360.0,1,1,0,0.0,0.0,11.805261547859617,0.0,0.0,0.0,4,1,0.0,1,3,8,4,1,1,1,0,1,1,59,8.072689434101754,488.39587061844634,3878,6.547260058098576,1.0,11.805261547859617,0,1,1,1,0,2.6555866742031973,2.3039674500219425,4.018329773844182,6.501517321869645,0.009950330853168092,4.418101892314751,6.1797238790391535,2.0225086983217646,6.501517321869645,0.009950330853168092,2.292549499485295,0.009950330853168092,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.1019400787607843,0.5465966356094243,1.1197557617657843,0.009950330853168092,1.1019400787607843,5.888905658780245,0.009950330853168092,0.009950330853168092,2.550636769116902,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.576102466186603,6.193192146479016,3802500,7.052140584205598,38.18898722116672,4.090541434787198,42.26972748657104,5.255783207590277,1.2142719371793234,34.67920985801399,11.23850177707664
9,3,15.494707084016277,10.735706974252563,1,1,2,0,1,4,1,2,0,5,6,3.0401509857573425,1992,1992,1,0,6,6,2,54.598150033144236,2,4,2,2,4,0,2,244.814376923708,6,0.0,69.51637195261594,914.4397664573859,1,0,1,4,6.854759526263489,1321.09355808739,0.0,10.533057699782344,0.994480564408597,0.0,2,1.0709806366827703,3,0.7173641529273178,2,2.7475780006950794,6,1.756856689047833,1,1,1992.0,0,2,501.0,5,5,2,49.92982001717314,24.09512903764306,0.0,0.0,0.0,0.0,4,1,0.0,8,1,8,4,0,0,0,1,1,1,15,9.040150985757343,2242.3880840710394,3984,1572.7626945373615,3.529970882749982,74.0249490548162,0,1,1,1,1,2.8036456180417235,2.4634878099351196,4.018329773844182,5.50461736602946,0.009950330853168092,4.255986710121261,6.8194154925462165,2.062391960869701,7.1869793517516625,0.009950330853168092,2.446084191301937,0.6953849570736713,0.009950330853168092,1.1019400787607843,0.7328392425545458,1.3887912413184778,0.5465966356094243,1.3237746010975528,1.017711906564261,1.1019400787607843,6.2186200398120475,3.930644936313289,3.223072169391526,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.597401337761672,7.715746997181624,3968064,7.860428751564558,46.504427659979356,4.25346060025997,51.652672202504746,5.98332787093725,1.2142719371793234,38.671235199551994,12.388398368982115
0,3,10.968824548440395,7.986055055655342,1,3,3,4,0,0,2,2,4,2,8,3.0401509857573425,2004,2005,1,0,12,13,1,5.435353340539495,2,4,2,2,4,3,2,13.833929337796826,6,0.0,107.12564913839101,741.3898270478347,1,0,1,4,7.010754437094584,665.1416330443618,0.0,9.741409104258477,0.0,0.0,2,0.0,2,0.7173641529273178,2,2.2578336517240882,6,0.9252912807650148,5,1,2004.0,0,2,430.0,5,5,2,38.367775972716174,6.597086266179867,0.0,0.0,17.362730434197456,0.0,4,1,0.0,6,4,8,4,0,0,0,1,1,0,5,11.040150985757343,748.4005814849293,4009,20.84468377489141,2.0,62.3275926730935,0,1,1,1,1,2.4831404700470903,2.196786154093387,1.8633594588665707,2.6975909828661386,0.009950330853168092,4.683386449543495,6.609887948508379,2.082032486917334,6.501517321869645,0.009950330853168092,2.375036825449414,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.009950330853168092,1.1019400787607843,0.5465966356094243,1.1841272735369857,0.660257847847934,1.1019400787607843,6.066131291690738,3.673201595555105,2.029080216318927,0.009950330853168092,0.009950330853168092,2.910867523685272,0.009950330853168092,0.009950330853168092,7.6039029535543206,6.619287006202428,4020025,6.165986593985685,43.690618691836306,4.334859276579178,42.26972748657104,5.64079992224083,1.2142719371793234,36.79794884802954,12.165255859329688
8,3,12.97642342224456,8.937534583471828,1,3,3,2,0,7,1,2,0,0,5,2.072689434101755,1910,1996,2,0,13,13,2,54.598150033144236,3,1,2,4,4,3,6,665.1416330443618,6,0.0,73.81522659725407,410.5098125609957,1,4,1,4,6.378399905447826,767.1293556663619,0.0,9.616736697208971,0.0,0.0,1,0.0,5,0.7173641529273178,3,2.6001872609738976,6,0.0,3,6,0.0,1,0,403.4287934927351,3,3,0,0.0,19.48459012169324,0.0,0.0,0.0,0.0,4,1,0.0,7,0,8,1,1,1,0,1,1,1,10,7.072689434101755,1184.0175681328055,3906,773.5077555718098,1.0,19.48459012169324,0,1,1,1,0,2.6380871035441658,2.2973247399122325,4.018329773844182,6.501517321869645,0.009950330853168092,4.315155082097078,6.019857166129401,1.999911189925646,6.643971169377699,0.009950330853168092,2.3633731553083166,0.009950330853168092,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.7934247485471162,0.5465966356094243,1.2837596438453949,0.009950330853168092,0.009950330853168092,6.002500411063608,0.009950330853168092,3.0201609548147843,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.599406340914545,7.077521317545717,3984016,6.959503565886046,36.238680300599505,3.9996447675898135,44.142352899522066,5.585532671231988,9.900908408750885e-05,36.03001118481879,11.302216779257382
12,3,14.624983167653864,8.785601523326509,1,3,3,4,0,7,2,2,0,7,6,3.4679266186007984,1976,1976,3,0,8,8,1,21.97804940445021,3,4,1,4,4,0,0,174.3268443969737,6,0.0,55.63633546196945,624.4553264982736,1,0,1,4,6.894923061668089,665.1416330443618,0.0,9.525279826368834,0.994480564408597,0.0,1,0.0,3,0.7173641529273178,3,2.2578336517240882,6,0.9252912807650148,1,5,1977.0,3,1,352.0,5,5,2,61.64218712248879,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,3,8,0,0,0,1,1,1,1,33,9.4679266186008,631.3502495599417,3952,181.2217674586418,1.994480564408597,61.64218712248879,0,1,1,1,1,2.7495109143280843,2.2819334607744635,3.1349744897840512,5.166708948946898,0.009950330853168092,4.0368272980378235,6.438495895114329,2.0674857377447586,6.501517321869645,0.009950330853168092,2.3547296084951257,0.6953849570736713,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.3887912413184778,0.5465966356094243,1.1841272735369857,0.660257847847934,0.6981347220709843,5.866496385143948,4.137598590908131,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.589340881326767,6.449459246876435,3904576,7.559810268009258,41.45422939140406,4.274497275777989,42.26972748657104,5.544751529123608,0.48739209016113044,34.41577983690701,11.736077016252437
